Property_ID,Deal_ID,Property_Name,Address,City,State,Asset_Type,Property_Condition,Appraised_Value,Property_Loan,Property_LTV,Cap_Rate,Total_Area_SF
HRE-2024-325-P1,HRE-2024-325,613 Williams Drives (Medical Office),613 Williams Drives,North Kristinbury,MN,Medical Office,Below-Market,32100000,23390000,0.7287,0.0943,175739
HRE-2024-326-P1,HRE-2024-326,225 Harrington Mountains (Skilled Nursing),225 Harrington Mountains,Jeremyburgh,MA,Skilled Nursing,Stabilized,10200000,5890000,0.5775,0.1089,30149
HRE-2024-327-P1,HRE-2024-327,25 Gill Shores (Medical Office),25 Gill Shores,New Deborahtown,AZ,Medical Office,Lease-Up,19000000,14770000,0.7773,0.1491,522947
HRE-2024-328-P1,HRE-2024-328,718 Lauren Shores (Senior Housing),718 Lauren Shores,Wallport,TN,Senior Housing,Stabilized,13700000,6360000,0.4643,0.0741,46612
HRE-2024-329-P1,HRE-2024-329,318 Susan Mills (Skilled Nursing),318 Susan Mills,Saramouth,NY,Skilled Nursing,Lease-Up,18900000,13930000,0.7373,0.1779,269628
HRE-2024-330-P1,HRE-2024-330,204 Ashley Underpass (Skilled Nursing),204 Ashley Underpass,Coffeyside,MD,Skilled Nursing,Stabilized,29200000,14030000,0.4805,0.1024,85996
HRE-2024-331-P1,HRE-2024-331,486 James River (Medical Office),486 James River,Roseport,MO,Medical Office,Stabilized,20580000,9580000,0.4654,0.0692,68759
HRE-2024-331-P2,HRE-2024-331,995 Suzanne Harbor (Medical Office),995 Suzanne Harbor,Shawnchester,WI,Medical Office,Stabilized,5930000,2780000,0.4684,0.0704,19427
HRE-2024-331-P3,HRE-2024-331,102 Scott Crescent (Medical Office),102 Scott Crescent,Lisatown,CA,Medical Office,Stabilized,6740000,3240000,0.481,0.0682,18780
HRE-2024-331-P4,HRE-2024-331,29 Garcia Divide (Medical Office),29 Garcia Divide,Michaelchester,CO,Medical Office,Stabilized,28650000,13050000,0.4556,0.0709,84402
HRE-2024-332-P1,HRE-2024-332,346 Joseph Radial (Medical Office),346 Joseph Radial,New Williamberg,WI,Medical Office,Transitional,18500000,14150000,0.7648,0.1053,114835
HRE-2024-333-P1,HRE-2024-333,955 Fernandez Extension (Life Science),955 Fernandez Extension,West Erik,PA,Life Science,Transitional,5320000,3540000,0.6663,0.1069,13853
HRE-2024-333-P2,HRE-2024-333,397 Kidd Ville (Life Science),397 Kidd Ville,North Beth,NY,Life Science,Transitional,4380000,2840000,0.6493,0.1086,9313
HRE-2024-333-P3,HRE-2024-333,737 Maria Stream (Life Science),737 Maria Stream,Lake Richard,AZ,Life Science,Stabilized,2130000,1240000,0.5838,0.0941,3799
HRE-2024-333-P4,HRE-2024-333,632 Nelson Shore (Life Science),632 Nelson Shore,Priceshire,GA,Life Science,Below-Market,1160000,740000,0.6381,0.106,2688
HRE-2024-333-P5,HRE-2024-333,287 Smith Square (Life Science),287 Smith Square,East Robert,OH,Life Science,Stabilized,20820000,13090000,0.6289,0.0925,41038
HRE-2024-333-P6,HRE-2024-333,419 Smith Branch (Life Science),419 Smith Branch,North Kristinbury,MN,Life Science,Below-Market,2850000,1790000,0.6268,0.0984,7505
HRE-2024-333-P7,HRE-2024-333,322 Carey Knolls (Life Science),322 Carey Knolls,Moonburgh,VA,Life Science,Stabilized,5480000,3220000,0.5885,0.0947,8770
HRE-2024-333-P8,HRE-2024-333,932 Katherine Springs (Life Science),932 Katherine Springs,West Brandon,MA,Life Science,Stabilized,1000000,580000,0.5809,0.0931,2741
HRE-2024-333-P9,HRE-2024-333,464 Adrian View (Life Science),464 Adrian View,North Ericton,MO,Life Science,Stabilized,3130000,1840000,0.5893,0.0941,5570
HRE-2024-333-P10,HRE-2024-333,296 Cameron Crossroad (Life Science),296 Cameron Crossroad,West Allison,FL,Life Science,Stabilized,1000000,610000,0.6114,0.0944,2240
HRE-2024-334-P1,HRE-2024-334,140 Smith Meadow (Life Science),140 Smith Meadow,Carterbury,NJ,Life Science,Stabilized,3180000,1540000,0.4829,0.0667,3870
HRE-2024-334-P2,HRE-2024-334,363 Reynolds Lodge (Life Science),363 Reynolds Lodge,Walkerville,WI,Life Science,Stabilized,2660000,1320000,0.4971,0.0679,3003
HRE-2024-334-P3,HRE-2024-334,461 Miller Ports (Life Science),461 Miller Ports,Port Tanner,NC,Life Science,Stabilized,1910000,850000,0.4476,0.0697,2402
HRE-2024-334-P4,HRE-2024-334,252 Mark Circles (Life Science),252 Mark Circles,New Reneetown,CO,Life Science,Stabilized,1000000,470000,0.4714,0.0678,1608
HRE-2024-334-P5,HRE-2024-334,70 Pittman Gateway (Life Science),70 Pittman Gateway,Russellside,GA,Life Science,Stabilized,3710000,1790000,0.4815,0.07,4558
HRE-2024-334-P6,HRE-2024-334,335 Duran Road (Life Science),335 Duran Road,Coffeyport,TN,Life Science,Stabilized,2790000,1380000,0.4943,0.0679,3760
HRE-2024-334-P7,HRE-2024-334,750 Bryan Unions (Life Science),750 Bryan Unions,West Elizabeth,FL,Life Science,Stabilized,30020000,14790000,0.4926,0.0667,38558
HRE-2024-335-P1,HRE-2024-335,746 Hall Rapid (Senior Housing),746 Hall Rapid,Santanaside,CO,Senior Housing,Stabilized,33300000,14640000,0.4397,0.0707,90968
HRE-2024-336-P1,HRE-2024-336,53 Hobbs River (Senior Housing),53 Hobbs River,West Matthew,GA,Senior Housing,Lease-Up,20400000,14350000,0.7035,0.1622,438176
HRE-2024-337-P1,HRE-2024-337,242 Shawn Isle (Senior Housing),242 Shawn Isle,Martinezbury,FL,Senior Housing,Stabilized,1520000,710000,0.4645,0.0783,5541
HRE-2024-337-P2,HRE-2024-337,613 Brittany Ville (Senior Housing),613 Brittany Ville,Barajasside,MA,Senior Housing,Stabilized,16930000,8040000,0.4747,0.0748,61052
HRE-2024-337-P3,HRE-2024-337,53 Kelly Orchard (Senior Housing),53 Kelly Orchard,Jasonfort,TX,Senior Housing,Stabilized,1440000,650000,0.4535,0.0742,6035
HRE-2024-337-P4,HRE-2024-337,90 Bruce Inlet (Senior Housing),90 Bruce Inlet,Mcneilberg,WA,Senior Housing,Stabilized,17120000,8290000,0.4843,0.0768,74878
HRE-2024-337-P5,HRE-2024-337,608 Silva Plains (Senior Housing),608 Silva Plains,South Michaelmouth,VA,Senior Housing,Stabilized,3490000,1700000,0.4876,0.0736,13305
HRE-2024-337-P6,HRE-2024-337,99 Carter Branch (Senior Housing),99 Carter Branch,Crosbyview,MD,Senior Housing,Stabilized,22700000,10300000,0.4539,0.0764,82571
HRE-2024-338-P1,HRE-2024-338,130 Robert Flat (Senior Housing),130 Robert Flat,Hudsonfurt,AZ,Senior Housing,Stabilized,8000000,5360000,0.6697,0.1105,47460
HRE-2024-339-P1,HRE-2024-339,475 Matthew Shores (Senior Housing),475 Matthew Shores,Brownhaven,VA,Senior Housing,Stabilized,33800000,24520000,0.7253,0.1152,174307
HRE-2024-340-P1,HRE-2024-340,739 Christian Port (Life Science),739 Christian Port,Michaelmouth,MA,Life Science,Stabilized,8000000,4400000,0.5506,0.0726,10679
HRE-2024-341-P1,HRE-2024-341,46 Robinson Alley (Medical Office),46 Robinson Alley,Gibsonmouth,WA,Medical Office,Below-Market,86400000,59210000,0.6853,0.1077,557109
HRE-2024-342-P1,HRE-2024-342,426 Justin Forges (Senior Housing),426 Justin Forges,Greenbury,GA,Senior Housing,Stabilized,32200000,17120000,0.5318,0.0846,149038
HRE-2024-343-P1,HRE-2024-343,126 Gregory Brooks (Medical Office),126 Gregory Brooks,Durhamberg,CO,Medical Office,Lease-Up,45100000,34170000,0.7577,0.143,755580
HRE-2024-344-P1,HRE-2024-344,571 Pena Creek (Skilled Nursing),571 Pena Creek,Shawhaven,NY,Skilled Nursing,Stabilized,1000000,520000,0.5215,0.1077,2767
HRE-2024-344-P2,HRE-2024-344,665 Mike Landing (Skilled Nursing),665 Mike Landing,West Wendyville,MD,Skilled Nursing,Stabilized,10130000,4700000,0.4637,0.1071,34145
HRE-2024-344-P3,HRE-2024-344,485 Johns Circles (Skilled Nursing),485 Johns Circles,Port Emilyview,VA,Skilled Nursing,Stabilized,18200000,8830000,0.4853,0.1078,54579
HRE-2024-344-P4,HRE-2024-344,842 James Lane (Skilled Nursing),842 James Lane,Carrland,OH,Skilled Nursing,Stabilized,20060000,9790000,0.4882,0.1087,62522
HRE-2024-344-P5,HRE-2024-344,288 Samantha Track (Skilled Nursing),288 Samantha Track,West Kimberlychester,PA,Skilled Nursing,Stabilized,18450000,8740000,0.4735,0.1055,57227
HRE-2024-344-P6,HRE-2024-344,336 Mark Center (Skilled Nursing),336 Mark Center,West Scottchester,MO,Skilled Nursing,Stabilized,2260000,1090000,0.481,0.1085,7984
HRE-2024-345-P1,HRE-2024-345,892 Clark Common (Medical Office),892 Clark Common,New Stacyland,AZ,Medical Office,Below-Market,19800000,12880000,0.6504,0.0861,90732
HRE-2024-346-P1,HRE-2024-346,300 Randy Inlet (Medical Office),300 Randy Inlet,North Brandon,OH,Medical Office,Stabilized,13100000,5960000,0.4553,0.0692,43980
HRE-2024-347-P1,HRE-2024-347,879 Valenzuela Hill (Senior Housing),879 Valenzuela Hill,North Sarabury,NY,Senior Housing,Stabilized,22300000,12450000,0.5583,0.0837,82041
HRE-2024-348-P1,HRE-2024-348,485 Corey Cliffs (Senior Housing),485 Corey Cliffs,Lindamouth,MD,Senior Housing,Stabilized,16400000,10310000,0.6289,0.1137,79287
HRE-2024-349-P1,HRE-2024-349,279 Emily Glen (Medical Office),279 Emily Glen,Jamesfurt,TN,Medical Office,Stabilized,13700000,8360000,0.6099,0.0762,44311
HRE-2024-350-P1,HRE-2024-350,888 Michelle Forks (Medical Office),888 Michelle Forks,Alexisside,MA,Medical Office,Stabilized,16500000,9270000,0.5616,0.08,68477
HRE-2024-351-P1,HRE-2024-351,555 Lawrence Field (Medical Office),555 Lawrence Field,North Ericton,MO,Medical Office,Below-Market,18800000,12780000,0.6799,0.0884,99509
HRE-2024-352-P1,HRE-2024-352,112 Morgan Manor (Life Science),112 Morgan Manor,West Nicolebury,AZ,Life Science,Stabilized,3240000,1500000,0.4622,0.0718,3700
HRE-2024-352-P2,HRE-2024-352,906 Nguyen Brooks (Life Science),906 Nguyen Brooks,West Juliefurt,WA,Life Science,Stabilized,12230000,5470000,0.447,0.074,13937
HRE-2024-352-P3,HRE-2024-352,385 Brown Lights (Life Science),385 Brown Lights,Bassport,IL,Life Science,Stabilized,2930000,1380000,0.4702,0.0739,3845
HRE-2024-352-P4,HRE-2024-352,521 Johnson Flat (Life Science),521 Johnson Flat,West Natashaport,FL,Life Science,Stabilized,1400000,630000,0.4516,0.0726,1918
HRE-2024-352-P5,HRE-2024-352,503 Harris Highway (Life Science),503 Harris Highway,Murphyland,PA,Life Science,Stabilized,3300000,1480000,0.4481,0.0716,4348
HRE-2024-353-P1,HRE-2024-353,493 Moore Creek (Senior Housing),493 Moore Creek,Lisatown,CA,Senior Housing,Stabilized,16800000,10570000,0.629,0.0812,52170
HRE-2024-354-P1,HRE-2024-354,489 Paul Way (Life Science),489 Paul Way,Matthewview,AZ,Life Science,Lease-Up,10100000,6670000,0.6603,0.1472,61569
HRE-2024-355-P1,HRE-2024-355,804 Matthews Parkway (Medical Office),804 Matthews Parkway,New Amanda,NC,Medical Office,Lease-Up,18600000,12980000,0.6978,0.1326,348327
HRE-2024-356-P1,HRE-2024-356,542 Stevens Ports (Medical Office),542 Stevens Ports,Vargastown,NC,Medical Office,Stabilized,13200000,5830000,0.442,0.0731,41875
HRE-2024-357-P1,HRE-2024-357,888 Ellis Shoals (Life Science),888 Ellis Shoals,Elizabethburgh,VA,Life Science,Stabilized,18100000,8660000,0.4787,0.0646,22452
HRE-2024-358-P1,HRE-2024-358,715 Hale Cape (Medical Office),715 Hale Cape,Meganstad,WI,Medical Office,Stabilized,13000000,7620000,0.5864,0.0729,43443
HRE-2024-359-P1,HRE-2024-359,232 Ortiz Expressway (Life Science),232 Ortiz Expressway,Davisstad,WI,Life Science,Lease-Up,43000000,28160000,0.6549,0.1593,199860
HRE-2024-360-P1,HRE-2024-360,563 Charles Square (Life Science),563 Charles Square,East Jessetown,CA,Life Science,Lease-Up,60800000,46680000,0.7677,0.1513,674652
HRE-2024-361-P1,HRE-2024-361,407 Wilson Dale (Skilled Nursing),407 Wilson Dale,South Todd,NY,Skilled Nursing,Lease-Up,17100000,12540000,0.7334,0.1622,188553
HRE-2024-362-P1,HRE-2024-362,244 Jones Plaza (Skilled Nursing),244 Jones Plaza,Christinaside,AZ,Skilled Nursing,Stabilized,23400000,13580000,0.5805,0.103,69260
HRE-2024-363-P1,HRE-2024-363,103 Skinner Extension (Medical Office),103 Skinner Extension,Chavezburgh,MO,Medical Office,Stabilized,12000000,6270000,0.5226,0.0647,30853
HRE-2024-364-P1,HRE-2024-364,684 Mary Valleys (Skilled Nursing),684 Mary Valleys,Christopherfurt,MD,Skilled Nursing,Stabilized,14500000,9350000,0.6445,0.1261,56051
HRE-2024-365-P1,HRE-2024-365,339 Vaughn Mills (Life Science),339 Vaughn Mills,East Joycetown,MO,Life Science,Stabilized,8190000,5790000,0.7072,0.0981,14542
HRE-2024-365-P2,HRE-2024-365,860 Wang Gateway (Life Science),860 Wang Gateway,South Matthew,WI,Life Science,Transitional,6690000,5020000,0.7504,0.1078,16527
HRE-2024-365-P3,HRE-2024-365,996 Hoover Springs (Life Science),996 Hoover Springs,Darrellfurt,VA,Life Science,Transitional,7220000,5390000,0.7461,0.1112,17065
HRE-2024-365-P4,HRE-2024-365,930 Jennifer Cape (Life Science),930 Jennifer Cape,Lake Richard,AZ,Life Science,Transitional,2770000,2100000,0.7586,0.1143,7094
HRE-2024-365-P5,HRE-2024-365,445 Martinez Forest (Life Science),445 Martinez Forest,Matthewfurt,CO,Life Science,Transitional,5430000,4130000,0.7606,0.1141,16923
HRE-2024-365-P6,HRE-2024-365,816 Cameron Via (Life Science),816 Cameron Via,East Nathaniel,TX,Life Science,Stabilized,5450000,3790000,0.696,0.0958,9702
HRE-2024-365-P7,HRE-2024-365,516 Jennifer Turnpike (Life Science),516 Jennifer Turnpike,Maryfort,NC,Life Science,Transitional,1000000,790000,0.789,0.106,3202
HRE-2024-365-P8,HRE-2024-365,884 Martin Roads (Life Science),884 Martin Roads,South Christineshire,IL,Life Science,Below-Market,17220000,12690000,0.7372,0.1034,33174
HRE-2024-366-P1,HRE-2024-366,946 Reyes Route (Medical Office),946 Reyes Route,East Judyhaven,MN,Medical Office,Below-Market,11500000,8400000,0.7305,0.1033,71989
HRE-2024-367-P1,HRE-2024-367,686 Christine Circle (Medical Office),686 Christine Circle,Port Jonathan,MO,Medical Office,Lease-Up,68800000,50930000,0.7402,0.14,1446933
HRE-2024-368-P1,HRE-2024-368,77 John Stream (Skilled Nursing),77 John Stream,North Deniseside,NY,Skilled Nursing,Below-Market,1000000,720000,0.7236,0.126,6133
HRE-2024-368-P2,HRE-2024-368,953 Joshua Row (Skilled Nursing),953 Joshua Row,Cindyfort,VA,Skilled Nursing,Below-Market,1170000,850000,0.7245,0.1203,4609
HRE-2024-368-P3,HRE-2024-368,896 Christensen Forks (Skilled Nursing),896 Christensen Forks,New Michelleton,TN,Skilled Nursing,Below-Market,4710000,3520000,0.7471,0.1237,20205
HRE-2024-368-P4,HRE-2024-368,983 Laurie Square (Skilled Nursing),983 Laurie Square,East Randallton,MO,Skilled Nursing,Below-Market,5990000,4350000,0.7259,0.1196,25729
HRE-2024-368-P5,HRE-2024-368,242 Scott Avenue (Skilled Nursing),242 Scott Avenue,North Cynthiaview,IL,Skilled Nursing,Transitional,4570000,3480000,0.7609,0.1348,20095
HRE-2024-368-P6,HRE-2024-368,336 Brett Divide (Skilled Nursing),336 Brett Divide,North Markton,CO,Skilled Nursing,Stabilized,6680000,4580000,0.6859,0.1176,21458
HRE-2024-369-P1,HRE-2024-369,444 Joel Common (Senior Housing),444 Joel Common,Meganstad,WI,Senior Housing,Stabilized,1360000,640000,0.4714,0.0782,4076
HRE-2024-369-P2,HRE-2024-369,525 John Fall (Senior Housing),525 John Fall,Gilmorefort,VA,Senior Housing,Stabilized,5410000,2600000,0.4799,0.0761,18839
HRE-2024-369-P3,HRE-2024-369,400 Joseph Tunnel (Senior Housing),400 Joseph Tunnel,East Gregory,CO,Senior Housing,Stabilized,5390000,2430000,0.4501,0.078,19346
HRE-2024-369-P4,HRE-2024-369,66 Gray Mountains (Senior Housing),66 Gray Mountains,New Stephanie,TX,Senior Housing,Stabilized,2680000,1240000,0.4617,0.0778,8550
HRE-2024-369-P5,HRE-2024-369,510 Wolf Viaduct (Senior Housing),510 Wolf Viaduct,Port Andrew,NC,Senior Housing,Stabilized,13560000,6820000,0.5026,0.0762,44108
HRE-2024-370-P1,HRE-2024-370,172 Katherine Hills (Life Science),172 Katherine Hills,Christopherbury,NJ,Life Science,Stabilized,29400000,19510000,0.6637,0.0978,42485
HRE-2024-371-P1,HRE-2024-371,780 Taylor Mountains (Medical Office),780 Taylor Mountains,Meganstad,WI,Medical Office,Stabilized,12400000,7890000,0.6359,0.0821,44849
HRE-2024-372-P1,HRE-2024-372,335 Wise Terrace (Life Science),335 Wise Terrace,Jasonbury,PA,Life Science,Stabilized,1000000,690000,0.6903,0.0909,2055
HRE-2024-372-P2,HRE-2024-372,37 Sandra Lake (Life Science),37 Sandra Lake,East Lydiamouth,TX,Life Science,Stabilized,1000000,720000,0.7162,0.089,2571
HRE-2024-372-P3,HRE-2024-372,412 Alexander Trail (Life Science),412 Alexander Trail,Stevenmouth,OH,Life Science,Stabilized,1000000,710000,0.7101,0.0931,1420
HRE-2024-372-P4,HRE-2024-372,287 April Field (Life Science),287 April Field,Matthewsberg,MD,Life Science,Stabilized,1590000,1140000,0.719,0.0914,2667
HRE-2024-372-P5,HRE-2024-372,933 Daniel Ports (Life Science),933 Daniel Ports,Shelleyfort,MA,Life Science,Stabilized,3300000,2300000,0.6958,0.092,4269
HRE-2024-372-P6,HRE-2024-372,382 Sarah Locks (Life Science),382 Sarah Locks,South Gregory,AZ,Life Science,Transitional,1540000,1160000,0.7547,0.0995,3791
HRE-2024-372-P7,HRE-2024-372,756 Warren Shoal (Life Science),756 Warren Shoal,Port Jacobland,NY,Life Science,Stabilized,1000000,680000,0.6846,0.0891,1487
HRE-2024-372-P8,HRE-2024-372,434 White Creek (Life Science),434 White Creek,Davidstad,IL,Life Science,Transitional,7600000,6050000,0.7964,0.1064,19369
HRE-2024-372-P9,HRE-2024-372,622 Christopher Corner (Life Science),622 Christopher Corner,Lisatown,CA,Life Science,Transitional,6860000,5140000,0.7491,0.1018,14681
HRE-2024-373-P1,HRE-2024-373,496 Chambers Courts (Life Science),496 Chambers Courts,West Erik,PA,Life Science,Lease-Up,11900000,7960000,0.6689,0.1604,96576
HRE-2024-374-P1,HRE-2024-374,751 Nicholas Pike (Medical Office),751 Nicholas Pike,Port Jacquelineside,WI,Medical Office,Stabilized,1000000,470000,0.4741,0.063,4905
HRE-2024-374-P2,HRE-2024-374,450 Hayes Spur (Medical Office),450 Hayes Spur,North Candacestad,PA,Medical Office,Stabilized,15850000,7840000,0.4944,0.0664,55125
HRE-2024-374-P3,HRE-2024-374,153 Gregory Fort (Medical Office),153 Gregory Fort,Lake Debra,CA,Medical Office,Stabilized,3770000,1890000,0.5007,0.066,11862
HRE-2024-374-P4,HRE-2024-374,449 Jessica Hill (Medical Office),449 Jessica Hill,Jackton,MA,Medical Office,Stabilized,1390000,660000,0.4751,0.0653,5947
HRE-2024-374-P5,HRE-2024-374,670 Miranda Forges (Medical Office),670 Miranda Forges,North Ericton,MO,Medical Office,Stabilized,3470000,1610000,0.4638,0.0652,11507
HRE-2024-374-P6,HRE-2024-374,413 Stokes Fork (Medical Office),413 Stokes Fork,Lake Crystalbury,FL,Medical Office,Stabilized,5690000,2740000,0.4819,0.0658,17106
HRE-2024-374-P7,HRE-2024-374,467 Lance Ramp (Medical Office),467 Lance Ramp,Port Markside,CO,Medical Office,Stabilized,1000000,470000,0.4679,0.0641,4238
HRE-2024-374-P8,HRE-2024-374,132 Carol Inlet (Medical Office),132 Carol Inlet,Marshallshire,AZ,Medical Office,Stabilized,1610000,790000,0.4898,0.0656,7029
HRE-2024-375-P1,HRE-2024-375,378 Campbell Fields (Medical Office),378 Campbell Fields,Lake Leeton,NY,Medical Office,Stabilized,51200000,22980000,0.4489,0.0677,154122
HRE-2024-376-P1,HRE-2024-376,504 Mccann Fall (Senior Housing),504 Mccann Fall,Lake Christopher,CO,Senior Housing,Stabilized,2640000,1350000,0.5128,0.0711,9711
HRE-2024-376-P2,HRE-2024-376,458 Watkins Drive (Senior Housing),458 Watkins Drive,Jonesport,GA,Senior Housing,Stabilized,13120000,6470000,0.4928,0.0689,44449
HRE-2024-376-P3,HRE-2024-376,622 Burns Spurs (Senior Housing),622 Burns Spurs,Michaelmouth,MA,Senior Housing,Stabilized,26030000,12930000,0.4969,0.0667,85532
HRE-2024-377-P1,HRE-2024-377,603 Kimberly Way (Medical Office),603 Kimberly Way,Hudsonfurt,AZ,Medical Office,Below-Market,13000000,8120000,0.6247,0.0985,77221
HRE-2024-378-P1,HRE-2024-378,677 April Prairie (Life Science),677 April Prairie,Robertfort,WA,Life Science,Stabilized,26500000,15130000,0.5711,0.0751,33160
HRE-2024-378-P2,HRE-2024-378,701 Tammy Crest (Life Science),701 Tammy Crest,East Josephville,IL,Life Science,Below-Market,1140000,700000,0.6116,0.0875,4050
HRE-2024-378-P3,HRE-2024-378,996 York Bypass (Life Science),996 York Bypass,Port Keith,CA,Life Science,Below-Market,7460000,4610000,0.6176,0.0852,17101
HRE-2024-379-P1,HRE-2024-379,274 Kevin Path (Life Science),274 Kevin Path,New Reneetown,CO,Life Science,Below-Market,13400000,9570000,0.7141,0.1105,32090
HRE-2024-380-P1,HRE-2024-380,187 Neal Pike (Medical Office),187 Neal Pike,West Matthew,GA,Medical Office,Below-Market,40400000,26650000,0.6597,0.1091,285171
HRE-2024-381-P1,HRE-2024-381,732 Miller Glens (Skilled Nursing),732 Miller Glens,North Sarabury,NY,Skilled Nursing,Stabilized,19000000,8630000,0.4543,0.088,47678
HRE-2024-382-P1,HRE-2024-382,714 Crystal Grove (Medical Office),714 Crystal Grove,New Deborahtown,AZ,Medical Office,Stabilized,9600000,6170000,0.6432,0.0914,38935
HRE-2024-383-P1,HRE-2024-383,823 Blankenship Tunnel (Senior Housing),823 Blankenship Tunnel,Wilsonton,MD,Senior Housing,Stabilized,21600000,13160000,0.6091,0.0884,81475
HRE-2024-384-P1,HRE-2024-384,432 Smith Lane (Life Science),432 Smith Lane,West Donald,TX,Life Science,Below-Market,33400000,22420000,0.6712,0.0837,72335
HRE-2024-385-P1,HRE-2024-385,323 Allison Squares (Medical Office),323 Allison Squares,Morganhaven,WA,Medical Office,Lease-Up,10500000,7760000,0.7388,0.1445,161948
HRE-2024-386-P1,HRE-2024-386,180 Michael Streets (Senior Housing),180 Michael Streets,New Hannahbury,AZ,Senior Housing,Stabilized,25400000,17060000,0.6718,0.1038,139607
HRE-2024-387-P1,HRE-2024-387,655 Woods Crossroad (Senior Housing),655 Woods Crossroad,North Susan,NY,Senior Housing,Stabilized,8000000,3860000,0.4819,0.0696,25928
HRE-2024-388-P1,HRE-2024-388,874 Diane Divide (Senior Housing),874 Diane Divide,Lake Christopher,CO,Senior Housing,Below-Market,10800000,6680000,0.6183,0.0857,64733
HRE-2024-389-P1,HRE-2024-389,180 Zimmerman Gateway (Medical Office),180 Zimmerman Gateway,Stephentown,MN,Medical Office,Below-Market,12400000,8060000,0.6502,0.082,59890
HRE-2024-390-P1,HRE-2024-390,986 Barbara Corner (Senior Housing),986 Barbara Corner,Lake Debbieport,TN,Senior Housing,Stabilized,27700000,13090000,0.4727,0.0761,106737
HRE-2024-391-P1,HRE-2024-391,846 Suzanne Manors (Senior Housing),846 Suzanne Manors,West Natashaport,FL,Senior Housing,Stabilized,10970000,6880000,0.6271,0.0946,48031
HRE-2024-391-P2,HRE-2024-391,658 Richard Ridges (Senior Housing),658 Richard Ridges,Hollyview,VA,Senior Housing,Below-Market,7770000,5240000,0.6741,0.1032,45993
HRE-2024-391-P3,HRE-2024-391,753 Jennifer Squares (Senior Housing),753 Jennifer Squares,South Dana,CO,Senior Housing,Stabilized,19800000,12520000,0.6324,0.096,91422
HRE-2024-391-P4,HRE-2024-391,323 Catherine Extension (Senior Housing),323 Catherine Extension,New Laurie,TN,Senior Housing,Below-Market,6630000,4480000,0.676,0.1038,39316
HRE-2024-391-P5,HRE-2024-391,728 Charles Villages (Senior Housing),728 Charles Villages,Marcusbury,AZ,Senior Housing,Stabilized,2360000,1530000,0.6467,0.0931,11529
HRE-2024-391-P6,HRE-2024-391,244 Simpson Extension (Senior Housing),244 Simpson Extension,Lake Roymouth,NC,Senior Housing,Transitional,4220000,2880000,0.6818,0.1101,26604
HRE-2024-391-P7,HRE-2024-391,216 Marie Vista (Senior Housing),216 Marie Vista,East Nathaniel,TX,Senior Housing,Below-Market,5110000,3500000,0.6847,0.1001,26472
HRE-2024-391-P8,HRE-2024-391,190 Baker Alley (Senior Housing),190 Baker Alley,South Rachelborough,OH,Senior Housing,Transitional,1000000,720000,0.721,0.103,7516
HRE-2024-391-P9,HRE-2024-391,688 Savannah River (Senior Housing),688 Savannah River,Samuelhaven,PA,Senior Housing,Stabilized,3720000,2430000,0.6535,0.0918,13768
HRE-2024-391-P10,HRE-2024-391,64 Murphy Knoll (Senior Housing),64 Murphy Knoll,West Scottchester,MO,Senior Housing,Stabilized,5840000,3600000,0.6159,0.0927,22025
HRE-2024-392-P1,HRE-2024-392,4 Richard Branch (Senior Housing),4 Richard Branch,North Deniseside,NY,Senior Housing,Stabilized,18300000,10960000,0.5989,0.1128,98534
HRE-2024-393-P1,HRE-2024-393,629 Allison Drives (Medical Office),629 Allison Drives,Lake Crystalbury,FL,Medical Office,Below-Market,18780000,11370000,0.6052,0.0797,94488
HRE-2024-393-P2,HRE-2024-393,243 Daniel Haven (Medical Office),243 Daniel Haven,Woodsstad,GA,Medical Office,Below-Market,12220000,7250000,0.5931,0.0842,62702
HRE-2024-394-P1,HRE-2024-394,167 Potter Tunnel (Medical Office),167 Potter Tunnel,Port Molly,MN,Medical Office,Stabilized,30600000,21180000,0.6923,0.0879,119174
HRE-2024-395-P1,HRE-2024-395,626 Ryan Highway (Medical Office),626 Ryan Highway,East David,NC,Medical Office,Transitional,11800000,8440000,0.715,0.0978,62800
HRE-2024-395-P2,HRE-2024-395,608 Mooney Drive (Medical Office),608 Mooney Drive,Lake Nicoleview,TX,Medical Office,Below-Market,4320000,2970000,0.6881,0.0904,25029
HRE-2024-395-P3,HRE-2024-395,914 Blake Center (Medical Office),914 Blake Center,East Gregory,CO,Medical Office,Below-Market,1000000,690000,0.6926,0.0923,6296
HRE-2024-395-P4,HRE-2024-395,344 David Summit (Medical Office),344 David Summit,Samuelhaven,PA,Medical Office,Stabilized,16250000,10520000,0.6471,0.0865,61520
HRE-2024-395-P5,HRE-2024-395,735 Rhonda Cliff (Medical Office),735 Rhonda Cliff,New Thomas,OH,Medical Office,Stabilized,1000000,640000,0.6425,0.0885,5105
HRE-2024-395-P6,HRE-2024-395,475 Clark Alley (Medical Office),475 Clark Alley,Cantuport,WA,Medical Office,Transitional,10820000,8090000,0.7475,0.1066,60833
HRE-2024-395-P7,HRE-2024-395,900 Kenneth Grove (Medical Office),900 Kenneth Grove,West Natashaport,FL,Medical Office,Stabilized,31270000,20600000,0.6587,0.0857,116787
HRE-2024-395-P8,HRE-2024-395,61 Stacey Plaza (Medical Office),61 Stacey Plaza,Evanmouth,IL,Medical Office,Below-Market,5120000,3600000,0.7024,0.0941,25869
