Tenant_ID,Property_ID,Deal_ID,Tenant_Name,Asset_Type,Lease_Type,Lease_Start,Lease_End,Rent_PSF,Square_Feet,Annual_Rent,Expense_Reimb_PSF,Escalation_Rate
HRE-2024-356-P1-T2,HRE-2024-356-P1,HRE-2024-356,"Ibarra, Bryant and Graves Practices",Medical Office,NNN,2022-09-12,2038-09-08,21.42,982,21045.62,2.73,0.025
HRE-2024-356-P1-T3,HRE-2024-356-P1,HRE-2024-356,"Sparks, Myers and Colon Practices",Medical Office,NNN,2022-10-30,2040-10-25,27.26,21804,594385.17,3.41,0.025
HRE-2024-356-P1-T4,HRE-2024-356-P1,HRE-2024-356,Perry and Sons Practices,Medical Office,NNN,2023-04-16,2037-04-12,26.67,500,1244.14,2.69,0.025
HRE-2024-357-P1-T1,HRE-2024-357-P1,HRE-2024-357,Hale Inc BioTech,Life Science,NNN,2023-10-29,2036-10-25,56.85,21649,1230800.0,7.24,0.025
HRE-2024-358-P1-T1,HRE-2024-358-P1,HRE-2024-358,Mcclure and Sons Practices,Medical Office,NNN,2024-01-09,2035-01-06,28.3,1757,49753.65,3.7,0.028
HRE-2024-358-P1-T2,HRE-2024-358-P1,HRE-2024-358,Khan-Medina Practices,Medical Office,NNN,2023-01-24,2030-01-22,21.34,13677,291921.46,2.74,0.028
HRE-2024-358-P1-T3,HRE-2024-358-P1,HRE-2024-358,"Hendricks, Wolfe and Bowen Practices",Medical Office,NNN,2024-02-19,2031-02-17,20.38,2911,59330.02,1.97,0.028
HRE-2024-358-P1-T4,HRE-2024-358-P1,HRE-2024-358,Kerr Group Practices,Medical Office,NNN,2022-10-22,2032-10-19,29.16,8417,245505.87,4.02,0.028
HRE-2024-358-P1-T5,HRE-2024-358-P1,HRE-2024-358,"Martinez, Wood and Campos Practices",Medical Office,NNN,2024-03-25,2039-03-22,21.94,15998,351067.96,2.66,0.028
HRE-2024-359-P1-T1,HRE-2024-359-P1,HRE-2024-359,Clark-Williams BioTech,Life Science,NNN,2025-09-04,2035-09-02,76.51,94237,7210421.05,11.04,0.033
HRE-2024-360-P1-T1,HRE-2024-360-P1,HRE-2024-360,"Brady, James and Reese BioTech",Life Science,NNN,2025-02-25,2030-02-24,70.44,86667,6104940.06,7.5,0.033
HRE-2024-360-P1-T2,HRE-2024-360-P1,HRE-2024-360,Sanders Inc BioTech,Life Science,NNN,2024-08-02,2031-08-01,63.67,56197,3578259.94,8.76,0.033
HRE-2024-361-P1-T1,HRE-2024-361-P1,HRE-2024-361,Santiago-Marshall Care Ops,Skilled Nursing,NNN,2024-06-05,2029-06-04,37.18,81080,3014804.35,4.94,0.033
HRE-2024-362-P1-T1,HRE-2024-362-P1,HRE-2024-362,"Allen, Dodson and Taylor Care Ops",Skilled Nursing,NNN,2023-07-25,2036-07-21,39.88,65694,2619782.61,4.41,0.028
HRE-2024-363-P1-T1,HRE-2024-363-P1,HRE-2024-363,Lawson and Sons Practices,Medical Office,NNN,2024-10-27,2038-10-24,27.68,14315,396207.23,2.9,0.025
HRE-2024-363-P1-T2,HRE-2024-363-P1,HRE-2024-363,Martinez-Figueroa Practices,Medical Office,NNN,2024-03-26,2042-03-22,28.17,5662,159529.48,2.62,0.025
HRE-2024-363-P1-T3,HRE-2024-363-P1,HRE-2024-363,Jones Inc Practices,Medical Office,NNN,2024-01-08,2041-01-03,25.72,1810,46563.25,3.58,0.025
HRE-2024-363-P1-T4,HRE-2024-363-P1,HRE-2024-363,"Nelson, Alexander and Thompson Practices",Medical Office,NNN,2023-12-21,2041-12-16,24.24,604,14649.28,3.47,0.025
HRE-2024-363-P1-T5,HRE-2024-363-P1,HRE-2024-363,"Johnson, Leonard and Robinson Practices",Medical Office,NNN,2025-01-13,2043-01-09,26.21,7642,200313.92,2.63,0.025
HRE-2024-364-P1-T1,HRE-2024-364-P1,HRE-2024-364,"Davidson, Moran and Prince Care Ops",Skilled Nursing,NNN,2024-02-04,2027-02-03,37.93,52399,1987445.65,5.22,0.03
HRE-2024-365-P1-T1,HRE-2024-365-P1,HRE-2024-365,George Inc BioTech,Life Science,NNN,2022-11-20,2029-11-18,59.65,14177,845725.26,7.36,0.03
HRE-2024-365-P2-T1,HRE-2024-365-P2,HRE-2024-365,Kerr-Gonzalez BioTech,Life Science,NNN,2023-05-09,2028-05-07,59.66,6060,361518.5,7.13,0.03
HRE-2024-365-P2-T2,HRE-2024-365-P2,HRE-2024-365,Fisher Inc BioTech,Life Science,NNN,2022-09-27,2025-09-26,76.98,5165,397620.44,9.93,0.03
HRE-2024-365-P3-T1,HRE-2024-365-P3,HRE-2024-365,"Brown, Benjamin and Davis BioTech",Life Science,NNN,2023-08-14,2026-08-13,68.69,12303,845120.0,8.2,0.03
HRE-2024-365-P4-T1,HRE-2024-365-P4,HRE-2024-365,Hunt-Ochoa BioTech,Life Science,NNN,2023-09-08,2025-09-07,68.9,1351,93155.72,9.51,0.03
HRE-2024-365-P4-T2,HRE-2024-365-P4,HRE-2024-365,Hart-Lopez BioTech,Life Science,NNN,2024-02-01,2026-01-31,75.33,738,55594.17,10.78,0.03
HRE-2024-365-P4-T3,HRE-2024-365-P4,HRE-2024-365,Villa Group BioTech,Life Science,NNN,2024-05-26,2028-05-25,66.72,2765,184524.84,7.9,0.03
HRE-2024-365-P5-T1,HRE-2024-365-P5,HRE-2024-365,Kelly and Sons BioTech,Life Science,NNN,2023-07-09,2028-07-07,54.43,1259,68564.91,5.9,0.03
HRE-2024-365-P5-T2,HRE-2024-365-P5,HRE-2024-365,Morales LLC BioTech,Life Science,NNN,2022-11-28,2024-11-27,53.89,5929,319560.82,6.13,0.03
HRE-2024-365-P5-T3,HRE-2024-365-P5,HRE-2024-365,Price Group BioTech,Life Science,NNN,2023-01-01,2025-12-31,63.07,4186,264045.85,6.43,0.03
HRE-2024-365-P6-T1,HRE-2024-365-P6,HRE-2024-365,Santos-Wood BioTech,Life Science,NNN,2022-09-23,2029-09-21,74.09,1673,123985.08,10.59,0.03
HRE-2024-365-P6-T2,HRE-2024-365-P6,HRE-2024-365,Mcclure Group BioTech,Life Science,NNN,2023-02-22,2028-02-21,74.22,701,52032.8,9.85,0.03
HRE-2024-365-P6-T3,HRE-2024-365-P6,HRE-2024-365,Saunders-Porter BioTech,Life Science,NNN,2022-10-20,2031-10-18,52.03,7180,373571.58,5.58,0.03
HRE-2024-365-P7-T1,HRE-2024-365-P7,HRE-2024-365,"Jackson, Haley and Greene BioTech",Life Science,NNN,2024-05-30,2028-05-29,53.95,1612,86989.79,4.5,0.03
HRE-2024-365-P7-T2,HRE-2024-365-P7,HRE-2024-365,"Horton, Gregory and Compton BioTech",Life Science,NNN,2024-04-04,2027-04-04,53.72,500,24589.15,5.4,0.03
HRE-2024-365-P8-T1,HRE-2024-365-P8,HRE-2024-365,"Stewart, York and Olson BioTech",Life Science,NNN,2022-09-22,2031-09-20,66.63,18932,1261564.29,6.0,0.03
HRE-2024-365-P8-T2,HRE-2024-365-P8,HRE-2024-365,Smith-Barr BioTech,Life Science,NNN,2023-09-23,2030-09-21,55.58,11023,612696.76,4.51,0.03
HRE-2024-366-P1-T1,HRE-2024-366-P1,HRE-2024-366,"Hall, Matthews and Mcneil Practices",Medical Office,NNN,2022-05-12,2026-05-11,24.89,19855,494294.85,3.35,0.03
HRE-2024-366-P1-T2,HRE-2024-366-P1,HRE-2024-366,Smith Inc Practices,Medical Office,NNN,2024-04-30,2031-04-29,18.01,37134,668876.19,2.66,0.03
HRE-2024-366-P1-T3,HRE-2024-366-P1,HRE-2024-366,Young-Patterson Practices,Medical Office,NNN,2024-02-23,2028-02-22,17.98,4854,87302.65,2.64,0.03
HRE-2024-367-P1-T1,HRE-2024-367-P1,HRE-2024-367,Brooks LLC Practices,Medical Office,NNN,2025-07-20,2034-07-18,20.24,350485,7093572.54,1.79,0.033
HRE-2024-367-P1-T2,HRE-2024-367-P1,HRE-2024-367,Hernandez and Sons Practices,Medical Office,NNN,2025-06-09,2035-06-07,19.18,158737,3045374.83,1.95,0.033
HRE-2024-368-P1-T1,HRE-2024-368-P1,HRE-2024-368,"Hinton, Wallace and Wiley Care Ops",Skilled Nursing,NNN,2022-11-13,2026-11-12,24.95,5489,136956.52,3.56,0.03
HRE-2024-368-P2-T1,HRE-2024-368-P2,HRE-2024-368,Meyer Group Care Ops,Skilled Nursing,NNN,2022-03-09,2030-03-07,36.91,4145,152990.22,5.1,0.03
HRE-2024-368-P3-T1,HRE-2024-368-P3,HRE-2024-368,"Rivera, Allen and Ryan Care Ops",Skilled Nursing,NNN,2022-10-20,2026-10-19,35.52,17830,633290.22,3.28,0.03
HRE-2024-368-P4-T1,HRE-2024-368-P4,HRE-2024-368,"Walker, Salas and Boyd Care Ops",Skilled Nursing,NNN,2023-02-12,2032-02-10,36.1,21567,778700.0,4.61,0.03
HRE-2024-368-P5-T1,HRE-2024-368-P5,HRE-2024-368,Kane Inc Care Ops,Skilled Nursing,NNN,2023-03-23,2025-03-22,46.41,14429,669604.35,6.2,0.03
HRE-2024-368-P6-T1,HRE-2024-368-P6,HRE-2024-368,Martinez and Sons Care Ops,Skilled Nursing,NNN,2023-02-22,2027-02-21,42.78,19958,853878.26,5.46,0.03
HRE-2024-369-P1-T1,HRE-2024-369-P1,HRE-2024-369,Hardy-Collins Senior Living,Senior Housing,Modified Gross,2022-01-18,2041-01-13,41.65,3928,163618.46,2.69,0.025
HRE-2024-369-P2-T1,HRE-2024-369-P2,HRE-2024-369,"Wright, Mitchell and West Senior Living",Senior Housing,Modified Gross,2022-03-30,2033-03-27,35.75,17717,633386.15,1.22,0.025
HRE-2024-369-P3-T1,HRE-2024-369-P3,HRE-2024-369,Miller-Kaufman Senior Living,Senior Housing,Modified Gross,2021-11-25,2039-11-21,34.69,18647,646800.0,2.73,0.025
HRE-2024-369-P4-T1,HRE-2024-369-P4,HRE-2024-369,Henderson-Lynch Senior Living,Senior Housing,Modified Gross,2022-10-06,2042-10-01,38.07,8425,320775.38,2.08,0.025
HRE-2024-369-P5-T1,HRE-2024-369-P5,HRE-2024-369,Smith-James Senior Living,Senior Housing,Modified Gross,2023-09-11,2035-09-08,38.06,41767,1589649.23,1.75,0.025
HRE-2024-370-P1-T1,HRE-2024-370-P1,HRE-2024-370,"Medina, Tran and Thompson BioTech",Life Science,NNN,2022-02-08,2027-02-07,75.39,19212,1448499.16,9.97,0.03
HRE-2024-370-P1-T2,HRE-2024-370-P1,HRE-2024-370,Ford-Chavez BioTech,Life Science,NNN,2023-08-02,2030-07-31,74.16,21217,1573567.71,6.88,0.03
HRE-2024-370-P1-T3,HRE-2024-370-P1,HRE-2024-370,Hart-Castillo BioTech,Life Science,NNN,2022-08-17,2032-08-14,65.61,500,4585.77,7.06,0.03
HRE-2024-371-P1-T1,HRE-2024-371-P1,HRE-2024-371,Moore and Sons Practices,Medical Office,NNN,2025-01-05,2039-01-02,27.22,3262,88825.92,3.92,0.028
HRE-2024-371-P1-T2,HRE-2024-371-P1,HRE-2024-371,Smith PLC Practices,Medical Office,NNN,2023-11-25,2032-11-22,23.43,13332,312430.38,2.16,0.028
HRE-2024-371-P1-T3,HRE-2024-371-P1,HRE-2024-371,"Swanson, Henry and Frost Practices",Medical Office,NNN,2023-07-26,2033-07-23,29.46,5444,160412.54,2.82,0.028
HRE-2024-371-P1-T4,HRE-2024-371-P1,HRE-2024-371,Waller-Brooks Practices,Medical Office,NNN,2025-03-24,2037-03-21,25.3,500,2039.87,2.42,0.028
HRE-2024-371-P1-T5,HRE-2024-371-P1,HRE-2024-371,Parker-Archer Practices,Medical Office,NNN,2025-03-20,2040-03-16,29.91,6534,195488.15,3.57,0.028
HRE-2024-371-P1-T6,HRE-2024-371-P1,HRE-2024-371,Ortiz Inc Practices,Medical Office,NNN,2025-06-10,2037-06-07,23.91,5461,130602.52,3.51,0.028
HRE-2024-371-P1-T7,HRE-2024-371-P1,HRE-2024-371,Cruz PLC Practices,Medical Office,NNN,2024-06-06,2035-06-04,24.9,5201,129497.59,3.65,0.028
HRE-2024-371-P1-T8,HRE-2024-371-P1,HRE-2024-371,Lee Group Practices,Medical Office,NNN,2023-10-21,2030-10-19,25.59,2044,52324.08,2.62,0.028
HRE-2024-372-P1-T1,HRE-2024-372-P1,HRE-2024-372,"Bailey, Fletcher and Reid BioTech",Life Science,NNN,2022-06-30,2028-06-28,57.26,500,20809.25,5.28,0.03
HRE-2024-372-P1-T2,HRE-2024-372-P1,HRE-2024-372,Horton-Curtis BioTech,Life Science,NNN,2023-05-13,2029-05-11,68.1,943,64235.99,7.72,0.03
HRE-2024-372-P1-T3,HRE-2024-372-P1,HRE-2024-372,Fitzgerald-Allen BioTech,Life Science,NNN,2023-11-15,2027-11-14,73.99,500,10638.98,10.06,0.03
HRE-2024-372-P2-T1,HRE-2024-372-P2,HRE-2024-372,"Mann, Johnson and Wade BioTech",Life Science,NNN,2022-10-24,2031-10-22,56.61,1423,80607.6,6.63,0.03
HRE-2024-372-P2-T2,HRE-2024-372-P2,HRE-2024-372,Green Group BioTech,Life Science,NNN,2022-12-19,2032-12-16,77.94,500,1925.8,6.56,0.03
HRE-2024-372-P2-T3,HRE-2024-372-P2,HRE-2024-372,"Hernandez, Wright and Lane BioTech",Life Science,NNN,2022-06-01,2027-05-31,71.05,500,11150.81,8.06,0.03
HRE-2024-372-P3-T1,HRE-2024-372-P3,HRE-2024-372,Newman Group BioTech,Life Science,NNN,2022-12-23,2030-12-21,75.14,703,52875.41,10.27,0.03
HRE-2024-372-P3-T2,HRE-2024-372-P3,HRE-2024-372,Mccarthy-Mccann BioTech,Life Science,NNN,2023-05-16,2032-05-13,73.04,617,45124.59,6.14,0.03
HRE-2024-372-P4-T1,HRE-2024-372-P4,HRE-2024-372,Martin-Simmons BioTech,Life Science,NNN,2023-02-27,2028-02-26,74.43,500,8774.06,9.63,0.03
HRE-2024-372-P4-T2,HRE-2024-372-P4,HRE-2024-372,"Turner, Ponce and Barrett BioTech",Life Science,NNN,2023-01-08,2030-01-06,65.27,862,56310.71,8.11,0.03
HRE-2024-372-P4-T3,HRE-2024-372-P4,HRE-2024-372,Willis-Gross BioTech,Life Science,NNN,2023-07-09,2032-07-06,71.06,1236,87889.97,9.65,0.03
HRE-2024-372-P5-T1,HRE-2024-372-P5,HRE-2024-372,Olsen-Adams BioTech,Life Science,NNN,2023-08-10,2032-08-07,77.16,4141,319578.95,6.31,0.03
HRE-2024-372-P6-T1,HRE-2024-372-P6,HRE-2024-372,"Parker, Benitez and Velasquez BioTech",Life Science,NNN,2023-11-16,2025-11-15,67.24,500,14043.55,6.0,0.03
HRE-2024-372-P6-T2,HRE-2024-372-P6,HRE-2024-372,Davis Ltd BioTech,Life Science,NNN,2023-08-26,2027-08-25,74.81,1968,147251.19,6.35,0.03
HRE-2024-372-P7-T1,HRE-2024-372-P7,HRE-2024-372,Quinn-Jackson BioTech,Life Science,NNN,2023-09-09,2030-09-07,69.73,904,63106.9,6.97,0.03
HRE-2024-372-P7-T2,HRE-2024-372-P7,HRE-2024-372,Lopez-Taylor BioTech,Life Science,NNN,2023-06-16,2032-06-13,65.52,500,30682.57,7.93,0.03
HRE-2024-372-P8-T1,HRE-2024-372-P8,HRE-2024-372,Bradley-Lewis BioTech,Life Science,NNN,2022-09-26,2026-09-25,75.37,2917,219889.23,8.21,0.03
HRE-2024-372-P8-T2,HRE-2024-372-P8,HRE-2024-372,Brown and Sons BioTech,Life Science,NNN,2023-02-04,2027-02-03,71.42,826,59024.38,10.64,0.03
HRE-2024-372-P8-T3,HRE-2024-372-P8,HRE-2024-372,Green Group BioTech,Life Science,NNN,2023-12-14,2027-12-13,70.3,1181,83035.4,10.3,0.03
HRE-2024-372-P8-T4,HRE-2024-372-P8,HRE-2024-372,Sims-Weber BioTech,Life Science,NNN,2022-07-22,2025-07-21,53.81,9092,489251.0,6.35,0.03
HRE-2024-372-P9-T1,HRE-2024-372-P9,HRE-2024-372,Martinez-Brown BioTech,Life Science,NNN,2022-10-15,2025-10-14,74.85,3446,257948.33,6.47,0.03
HRE-2024-372-P9-T2,HRE-2024-372-P9,HRE-2024-372,Richards Group BioTech,Life Science,NNN,2023-01-30,2025-01-29,61.81,7720,477154.83,6.0,0.03
HRE-2024-373-P1-T1,HRE-2024-373-P1,HRE-2024-373,Brown Inc BioTech,Life Science,NNN,2025-05-14,2030-05-13,63.25,30191,1909522.96,7.8,0.033
HRE-2024-373-P1-T2,HRE-2024-373-P1,HRE-2024-373,"Aguilar, Huerta and Davis BioTech",Life Science,NNN,2025-10-21,2035-10-19,65.62,1519,99698.09,7.01,0.033
HRE-2024-374-P1-T1,HRE-2024-374-P1,HRE-2024-374,Frederick-Kennedy Practices,Medical Office,NNN,2022-06-03,2042-05-29,27.99,825,23109.14,2.39,0.025
HRE-2024-374-P1-T2,HRE-2024-374-P1,HRE-2024-374,Munoz-Rogers Practices,Medical Office,NNN,2022-07-09,2040-07-04,23.03,500,8648.13,2.07,0.025
HRE-2024-374-P1-T3,HRE-2024-374-P1,HRE-2024-374,"Wu, Key and Montoya Practices",Medical Office,NNN,2022-03-26,2037-03-22,28.97,500,11111.84,3.05,0.025
HRE-2024-374-P1-T4,HRE-2024-374-P1,HRE-2024-374,Ortega-Gray Practices,Medical Office,NNN,2022-07-19,2041-07-14,29.64,500,7966.83,2.79,0.025
HRE-2024-374-P1-T5,HRE-2024-374-P1,HRE-2024-374,Hester LLC Practices,Medical Office,NNN,2023-04-25,2037-04-21,25.56,500,630.7,2.79,0.025
HRE-2024-374-P1-T6,HRE-2024-374-P1,HRE-2024-374,Smith Ltd Practices,Medical Office,NNN,2022-10-06,2042-10-01,24.89,500,2546.0,3.28,0.025
HRE-2024-374-P1-T7,HRE-2024-374-P1,HRE-2024-374,Hardy-Barron Practices,Medical Office,NNN,2023-08-11,2036-08-07,28.83,500,8285.63,3.94,0.025
HRE-2024-374-P1-T8,HRE-2024-374-P1,HRE-2024-374,Johnson Inc Practices,Medical Office,NNN,2022-06-18,2032-06-15,22.9,500,3297.2,2.37,0.025
HRE-2024-374-P1-T9,HRE-2024-374-P1,HRE-2024-374,"Ramirez, Lyons and Briggs Practices",Medical Office,NNN,2021-11-21,2040-11-16,28.65,500,720.31,3.29,0.025
HRE-2024-374-P2-T1,HRE-2024-374-P2,HRE-2024-374,"Kane, Robertson and Keller Practices",Medical Office,NNN,2022-10-30,2034-10-27,21.87,12695,277621.41,1.86,0.025
HRE-2024-374-P2-T2,HRE-2024-374-P2,HRE-2024-374,Andersen LLC Practices,Medical Office,NNN,2022-03-12,2035-03-09,20.55,28921,594468.45,2.94,0.025
HRE-2024-374-P2-T3,HRE-2024-374-P2,HRE-2024-374,Schultz Inc Practices,Medical Office,NNN,2022-09-01,2040-08-27,24.69,9549,235741.71,3.22,0.025
HRE-2024-374-P3-T1,HRE-2024-374-P3,HRE-2024-374,"Washington, Stevenson and Bauer Practices",Medical Office,NNN,2023-09-08,2034-09-05,28.12,3294,92665.25,3.81,0.025
HRE-2024-374-P3-T2,HRE-2024-374-P3,HRE-2024-374,Patterson-Huynh Practices,Medical Office,NNN,2022-07-11,2032-07-08,23.97,557,13352.29,2.23,0.025
HRE-2024-374-P3-T3,HRE-2024-374-P3,HRE-2024-374,Hatfield-Vincent Practices,Medical Office,NNN,2023-04-27,2033-04-24,20.38,7650,155898.25,2.72,0.025
HRE-2024-374-P4-T1,HRE-2024-374-P4,HRE-2024-374,"Lee, Thomas and Meyer Practices",Medical Office,NNN,2022-03-11,2037-03-07,26.84,500,1357.15,3.11,0.025
HRE-2024-374-P4-T2,HRE-2024-374-P4,HRE-2024-374,"Glover, Moran and Johnson Practices",Medical Office,NNN,2022-07-25,2042-07-20,21.85,856,18718.06,2.35,0.025
HRE-2024-374-P4-T3,HRE-2024-374-P4,HRE-2024-374,Robles-Turner Practices,Medical Office,NNN,2023-07-01,2033-06-28,20.61,1580,32567.93,1.67,0.025
HRE-2024-374-P4-T4,HRE-2024-374-P4,HRE-2024-374,"Davies, Archer and Owens Practices",Medical Office,NNN,2022-12-22,2035-12-19,29.78,500,7697.22,3.73,0.025
HRE-2024-374-P4-T5,HRE-2024-374-P4,HRE-2024-374,Friedman-Olson Practices,Medical Office,NNN,2023-03-01,2042-02-24,28.15,873,24573.23,2.47,0.025
HRE-2024-374-P4-T6,HRE-2024-374-P4,HRE-2024-374,"Allen, Lewis and Mullins Practices",Medical Office,NNN,2023-06-22,2035-06-19,20.66,500,5216.13,2.91,0.025
HRE-2024-374-P4-T7,HRE-2024-374-P4,HRE-2024-374,"Graves, Garcia and Holder Practices",Medical Office,NNN,2023-12-31,2034-12-28,25.71,500,1859.5,3.46,0.025
HRE-2024-374-P4-T8,HRE-2024-374-P4,HRE-2024-374,Martin LLC Practices,Medical Office,NNN,2021-11-17,2033-11-14,26.43,500,3554.99,3.83,0.025
HRE-2024-374-P5-T1,HRE-2024-374-P5,HRE-2024-374,"Scott, Alvarez and Merritt Practices",Medical Office,NNN,2024-01-18,2037-01-14,20.57,1352,27821.85,2.48,0.025
HRE-2024-374-P5-T2,HRE-2024-374-P5,HRE-2024-374,Wade PLC Practices,Medical Office,NNN,2023-06-22,2034-06-19,29.92,500,2345.15,3.83,0.025
HRE-2024-374-P5-T3,HRE-2024-374-P5,HRE-2024-374,"Swanson, Davis and Holt Practices",Medical Office,NNN,2023-09-28,2042-09-23,25.0,1203,30091.56,2.25,0.025
HRE-2024-374-P5-T4,HRE-2024-374-P5,HRE-2024-374,Huynh PLC Practices,Medical Office,NNN,2022-01-04,2034-01-01,20.48,5993,122765.56,1.86,0.025
HRE-2024-374-P5-T5,HRE-2024-374-P5,HRE-2024-374,Schneider Group Practices,Medical Office,NNN,2022-02-19,2033-02-16,22.07,500,6515.84,3.19,0.025
HRE-2024-374-P5-T6,HRE-2024-374-P5,HRE-2024-374,"Paul, Hardy and Valdez Practices",Medical Office,NNN,2022-10-03,2038-09-29,29.6,1642,48611.61,3.93,0.025
HRE-2024-374-P6-T1,HRE-2024-374-P6,HRE-2024-374,Wilson-Miller Practices,Medical Office,NNN,2023-12-12,2035-12-09,21.3,4786,101927.02,1.88,0.025
HRE-2024-374-P6-T2,HRE-2024-374-P6,HRE-2024-374,Peterson PLC Practices,Medical Office,NNN,2023-09-06,2040-09-01,27.22,4517,122964.12,3.55,0.025
HRE-2024-374-P6-T3,HRE-2024-374-P6,HRE-2024-374,Garner Inc Practices,Medical Office,NNN,2021-12-06,2039-12-02,26.62,5173,137716.91,2.94,0.025
HRE-2024-374-P6-T4,HRE-2024-374-P6,HRE-2024-374,"Richardson, Castaneda and Finley Practices",Medical Office,NNN,2021-12-20,2040-12-15,22.49,1400,31499.33,2.95,0.025
HRE-2024-374-P7-T1,HRE-2024-374-P7,HRE-2024-374,"Lee, Price and Henderson Practices",Medical Office,NNN,2023-08-23,2034-08-20,27.77,1069,29700.11,3.71,0.025
HRE-2024-374-P7-T2,HRE-2024-374-P7,HRE-2024-374,Salinas-Peck Practices,Medical Office,NNN,2023-10-23,2034-10-20,22.82,500,11108.67,2.28,0.025
HRE-2024-374-P7-T3,HRE-2024-374-P7,HRE-2024-374,Meyer PLC Practices,Medical Office,NNN,2022-12-15,2042-12-10,27.9,500,1383.47,3.45,0.025
HRE-2024-374-P7-T4,HRE-2024-374-P7,HRE-2024-374,"Walker, Foster and Medina Practices",Medical Office,NNN,2024-01-15,2039-01-11,21.41,500,5083.6,2.58,0.025
HRE-2024-374-P7-T5,HRE-2024-374-P7,HRE-2024-374,Stewart-Cabrera Practices,Medical Office,NNN,2023-08-23,2035-08-20,23.27,500,9940.13,2.83,0.025
HRE-2024-374-P7-T6,HRE-2024-374-P7,HRE-2024-374,Hood-Porter Practices,Medical Office,NNN,2022-05-28,2032-05-25,23.76,500,2229.17,2.22,0.025
HRE-2024-374-P7-T7,HRE-2024-374-P7,HRE-2024-374,Hernandez-Campbell Practices,Medical Office,NNN,2022-01-15,2037-01-11,28.47,500,8028.54,3.04,0.025
HRE-2024-374-P8-T1,HRE-2024-374-P8,HRE-2024-374,"Mooney, Martinez and Shea Practices",Medical Office,NNN,2023-06-03,2034-05-31,28.23,568,16056.92,4.17,0.025
HRE-2024-374-P8-T2,HRE-2024-374-P8,HRE-2024-374,"Berry, Welch and Lewis Practices",Medical Office,NNN,2023-07-12,2037-07-08,21.19,500,2595.81,2.32,0.025
HRE-2024-374-P8-T3,HRE-2024-374-P8,HRE-2024-374,Padilla-Bennett Practices,Medical Office,NNN,2022-07-20,2037-07-16,23.59,515,12171.26,2.49,0.025
HRE-2024-374-P8-T4,HRE-2024-374-P8,HRE-2024-374,Hernandez-Moran Practices,Medical Office,NNN,2023-06-20,2035-06-17,23.07,935,21587.91,3.21,0.025
HRE-2024-374-P8-T5,HRE-2024-374-P8,HRE-2024-374,"Michael, Walker and Fitzgerald Practices",Medical Office,NNN,2021-12-24,2032-12-21,22.59,500,10100.37,3.04,0.025
HRE-2024-374-P8-T6,HRE-2024-374-P8,HRE-2024-374,Gates Ltd Practices,Medical Office,NNN,2023-11-29,2040-11-24,20.26,500,178.01,2.22,0.025
HRE-2024-374-P8-T7,HRE-2024-374-P8,HRE-2024-374,Evans-Briggs Practices,Medical Office,NNN,2022-09-20,2034-09-17,23.62,500,132.73,2.27,0.025
HRE-2024-374-P8-T8,HRE-2024-374-P8,HRE-2024-374,Ritter PLC Practices,Medical Office,NNN,2023-08-06,2033-08-03,24.95,500,6456.26,3.04,0.025
HRE-2024-374-P8-T9,HRE-2024-374-P8,HRE-2024-374,Rogers-Gregory Practices,Medical Office,NNN,2022-11-08,2033-11-05,20.62,1848,38099.87,2.26,0.025
HRE-2024-374-P8-T10,HRE-2024-374-P8,HRE-2024-374,Todd-Myers Practices,Medical Office,NNN,2023-06-04,2039-05-31,25.91,500,3795.6,2.31,0.025
HRE-2024-375-P1-T1,HRE-2024-375-P1,HRE-2024-375,"Chase, Long and Anderson Practices",Medical Office,NNN,2023-05-16,2037-05-12,28.93,5059,146373.34,2.45,0.025
HRE-2024-375-P1-T2,HRE-2024-375-P1,HRE-2024-375,"Glenn, Brown and Michael Practices",Medical Office,NNN,2022-12-07,2042-12-02,24.43,9260,226223.33,3.66,0.025
HRE-2024-375-P1-T3,HRE-2024-375-P1,HRE-2024-375,Ellis-Martin Practices,Medical Office,NNN,2024-08-19,2040-08-15,23.72,46299,1098210.76,3.47,0.025
HRE-2024-375-P1-T4,HRE-2024-375-P1,HRE-2024-375,Ramos Group Practices,Medical Office,NNN,2024-09-24,2035-09-22,22.51,33790,760715.1,3.12,0.025
HRE-2024-375-P1-T5,HRE-2024-375-P1,HRE-2024-375,Merritt-Clark Practices,Medical Office,NNN,2025-02-09,2041-02-05,22.51,2596,58439.24,1.98,0.025
HRE-2024-375-P1-T6,HRE-2024-375-P1,HRE-2024-375,"Gonzalez, Curtis and Cox Practices",Medical Office,NNN,2023-09-04,2034-09-01,25.55,12771,326315.07,2.26,0.025
HRE-2024-375-P1-T7,HRE-2024-375-P1,HRE-2024-375,"Garcia, Floyd and Garrison Practices",Medical Office,NNN,2023-07-25,2039-07-21,22.07,781,17255.01,2.12,0.025
HRE-2024-375-P1-T8,HRE-2024-375-P1,HRE-2024-375,Clements-Simmons Practices,Medical Office,NNN,2022-12-23,2036-12-19,24.49,15602,382151.09,3.58,0.025
HRE-2024-375-P1-T9,HRE-2024-375-P1,HRE-2024-375,Howe Inc Practices,Medical Office,NNN,2023-09-02,2039-08-29,24.89,25431,632990.74,2.07,0.025
HRE-2024-376-P1-T1,HRE-2024-376-P1,HRE-2024-376,Wilson PLC Senior Living,Senior Housing,Modified Gross,2025-05-18,2041-05-14,32.2,8967,288775.38,1.15,0.025
